# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 8160 0 0 133671 27925
p 2 0 2139 6021 3614 2991
p 2 0 2376 5784 3658 3195
i 2 8160 0 0 133291 27952
p 2 0 2367 5793 3885 3199
p 2 0 2569 5591 3835 3357
p 2 210 5515 2435 69652 10878
p 2 0 4209 3951 7821 5322
p 2 54 6124 1982 56728 10483
p 2 15 6326 1819 55110 10797
p 2 40 6606 1514 60603 11733
p 2 0 4583 3577 9637 6347
p 2 0 5317 2843 9298 6538
p 2 4 3787 4369 9820 4926
p 2 0 3843 4317 5938 4721
p 2 0 2569 5591 5012 3545
p 2 7 3218 4935 8697 4382
p 2 0 2354 5806 4759 3372
p 2 0 5989 2171 13127 7165
p 2 0 3606 4554 6202 4463
p 2 0 3385 4775 5341 4280
p 2 0 2383 5777 4620 3318
p 2 0 2697 5463 4562 3652
i 2 8160 0 0 125700 28394
p 2 0 2428 5732 4067 3271
p 2 1242 4171 2747 94317 14397
p 2 0 3009 5151 6058 4214
p 2 0 2130 6030 3612 2959
p 2 1269 3855 3036 101366 14380
p 2 0 4036 4124 7801 4974
p 2 0 3885 4275 6324 4675
p 2 1202 5225 1733 97593 15489
p 2 0 4955 3205 9162 6212
p 2 0 3216 4944 5077 3999
p 2 1052 4953 2155 93721 14226
p 2 0 4086 4074 7379 5245
p 2 0 2709 5451 4176 3454
p 2 1887 3556 2717 106522 16398
p 2 0 3763 4397 6957 4780
p 2 0 2548 5612 3915 3316
p 2 1211 3929 3020 94456 14142
p 2 0 3492 4668 6413 4629
p 2 0 2453 5707 4092 3433
p 2 1281 5571 1308 104044 16168
p 2 0 4435 3725 8285 5334
p 2 0 3211 4949 4679 3885
p 2 0 2114 6046 3418 2967
p 2 0 2098 6062 3299 2905
p 2 0 1135 7025 2556 2144
p 2 1225 5236 1699 97140 15700
p 2 0 4662 3498 10242 6203
p 2 0 4027 4133 6654 4887
p 2 1047 5975 1138 101358 15896
p 2 0 4992 3168 8984 6139
p 2 0 3460 4700 5149 4332
p 2 0 1847 6313 3071 2753
p 2 0 2205 5955 3325 2988
i 2 8160 0 0 73955 25738
p 2 0 3248 4912 5072 3849
p 2 0 3436 4724 5192 3968
p 2 1024 3332 3804 46088 10265
p 2 0 4067 4093 6824 4904
p 2 0 3729 4431 6700 4472
p 2 1068 5046 2046 51172 12242
p 2 0 5164 2996 10271 6378
p 2 542 5367 2251 40670 10174
p 2 0 6371 1789 12846 7585
p 2 749 4816 2595 41621 10183
p 2 0 4917 3243 8441 5766
p 2 782 4314 3064 43900 10076
p 2 0 4006 4154 6395 4896
p 2 1059 3769 3332 46602 10731
p 2 0 3572 4588 5718 4395
i 2 8160 0 0 74117 25728
p 2 0 2994 5166 4742 3695
p 2 1093 4059 3008 46607 11036
p 2 0 3319 4841 5352 4239
p 2 766 3410 3984 39771 8857
p 2 0 3258 4902 5105 4125
p 2 0 2533 5627 3706 3228
p 2 737 3133 4290 38640 8799
p 2 0 2878 5282 4678 3805
p 2 348 3595 4217 25953 6815
p 2 0 2439 5721 4113 3349
p 2 0 2878 5282 3928 3488
p 2 735 2654 4771 42673 8369
p 2 0 3276 4884 5411 4271
p 2 0 2445 5715 3810 3212
p 2 952 3174 4034 39122 9577
p 2 0 4123 4037 6917 4978
p 2 356 3525 4279 26585 6908
p 2 0 4384 3776 6622 5053
p 2 0 3182 4978 5132 3901
p 2 539 4342 3279 41106 9106
p 2 0 3957 4203 6093 4841
p 2 471 3716 3973 32747 8000
p 2 0 5062 3098 7715 5871
p 2 585 4955 2620 42628 9896
p 2 0 5999 2161 11237 7110
p 2 0 4933 3227 10162 6098
p 2 568 5693 1899 40061 10728
p 2 0 4544 3616 8341 5674
p 2 0 4373 3787 6749 5080
p 2 391 3981 3788 28359 7423
p 2 0 3842 4318 6617 4722
i 2 8160 0 0 68965 25594
